(id,game_id,team_id,fgm,fga,threeptm,threepta,ftm,fta,offReb,defReb,assists,steals,blocks,tov,fouls,points),
(339,22300308,1610612744,41,92,16,46,18,27,13,38,26,9,1,15,28,116),
(340,22300309,1610612746,44,84,11,29,20,21,6,43,21,7,2,15,17,119),
(341,22300310,1610612765,39,88,10,33,23,30,6,29,24,6,3,9,22,111),
(342,22300311,1610612740,50,96,16,34,26,30,10,36,30,11,3,9,17,142),
(343,22300312,1610612766,41,77,12,31,10,11,4,27,27,11,5,21,18,104),
(344,22300313,1610612737,48,100,18,41,14,19,13,29,32,9,8,7,18,128),
(345,22300314,1610612745,39,86,12,32,27,37,15,43,23,6,3,19,28,117),
(346,22300315,1610612754,45,100,11,36,25,32,16,29,30,7,6,18,32,126),
(347,22300316,1610612747,49,91,14,35,10,17,5,41,31,14,4,16,16,122),
(348,22300317,1610612751,41,89,15,41,19,24,10,26,24,9,4,7,17,116),
(349,22300318,1610612752,41,94,9,39,22,32,14,32,21,10,4,8,21,113),
(350,22300319,1610612738,43,85,13,36,17,20,13,31,22,7,8,13,15,116),
(351,22300320,1610612741,45,93,14,36,20,30,11,32,32,8,2,5,23,124),
(352,22300321,1610612742,39,83,7,32,16,18,4,30,21,6,2,15,19,101),
(353,22300322,1610612751,39,95,8,30,15,20,18,35,28,5,4,16,23,101),
(354,22300323,1610612757,43,103,16,45,12,18,21,28,30,9,4,11,12,114),
(355,22300324,1610612760,44,102,11,36,24,27,16,28,26,8,7,13,25,123),
(356,22300325,1610612744,40,92,16,45,17,19,16,27,22,8,2,11,24,113),
(357,22300326,1610612766,41,92,9,31,16,21,8,31,18,7,4,8,24,107),
(358,22300327,1610612765,35,81,4,21,18,23,7,35,19,3,7,21,25,92),
(359,22300328,1610612754,48,107,15,40,12,16,13,28,35,7,8,15,25,123),
(360,22300329,1610612738,48,92,18,42,14,20,9,25,31,14,7,10,22,128),
(361,22300330,1610612737,52,101,16,41,5,6,16,39,34,4,4,12,19,125),
(362,22300331,1610612747,43,89,11,36,18,28,9,34,32,5,5,6,15,115),
(363,22300332,1610612745,32,88,11,29,28,32,15,36,18,10,10,11,19,103),
(364,22300333,1610612752,49,82,17,29,24,28,9,29,28,9,5,11,20,139),
(365,22300334,1610612765,43,96,6,28,22,26,10,26,25,10,4,8,23,114),
(366,22300335,1610612766,33,91,7,35,9,11,8,28,15,3,4,11,14,82),
(367,22300336,1610612737,41,85,15,36,22,25,6,28,21,5,4,11,21,119),
(368,22300337,1610612741,37,77,16,38,26,29,11,29,25,8,4,14,19,116),
(369,22300338,1610612754,45,90,6,21,13,16,13,27,25,10,6,13,15,109),
(370,22300339,1610612751,45,93,17,43,13,15,14,28,31,6,8,16,21,120),
(371,22300340,1610612743,42,93,12,32,21,24,16,30,30,5,0,9,22,117),
(372,22300341,1610612742,48,97,16,47,19,21,11,36,27,7,2,12,17,131),
(373,22300342,1610612758,46,85,22,45,11,15,8,37,36,6,2,14,17,125),
(374,22300343,1610612746,50,88,16,33,28,34,8,34,36,8,6,8,21,144),
(375,22300344,1610612738,45,95,17,36,7,8,10,45,18,4,10,14,19,114),
(376,22300345,1610612740,55,98,22,42,14,22,11,40,38,11,3,13,19,146),
(377,22300346,1610612745,45,85,11,27,18,21,6,25,26,8,4,9,21,119),
(378,22300347,1610612756,41,90,7,31,23,30,13,41,29,8,6,17,16,112),
(379,22300348,1610612744,46,87,13,38,13,19,11,32,31,10,4,14,20,118),
(380,22300349,1610612739,47,97,19,48,22,34,14,24,29,7,8,11,25,135),
(381,22300350,1610612754,49,95,12,33,17,21,11,23,38,6,7,11,21,127),
(382,22300351,1610612741,42,89,12,29,12,15,11,34,24,7,9,10,15,108),
(383,22300352,1610612737,46,85,16,36,22,27,11,29,25,6,10,17,24,130),
(384,22300353,1610612748,41,87,11,30,15,18,9,31,27,10,4,15,18,108),
(385,22300354,1610612766,39,89,8,32,13,13,10,26,18,8,6,12,19,99),
(386,22300355,1610612763,30,85,19,54,18,21,7,38,25,6,3,22,19,97),
(387,22300356,1610612742,41,92,13,38,9,19,15,28,19,2,0,11,20,104),
(388,22300357,1610612751,39,90,16,39,14,20,11,25,25,4,9,13,17,108),
(389,22300358,1610612758,53,100,17,43,20,26,9,33,35,8,5,7,24,143),
(390,22300359,1610612747,42,99,13,41,12,13,9,32,29,9,3,10,17,109),
(391,22300360,1610612763,41,82,10,31,23,29,13,29,19,5,7,17,19,115),
(392,22300361,1610612749,50,106,18,49,14,18,11,36,34,11,7,6,15,132),
(393,22300362,1610612738,47,114,17,58,15,17,18,37,28,6,5,8,13,126),
(394,22300363,1610612756,42,94,5,23,15,21,14,33,23,10,6,13,15,104),
(395,22300364,1610612739,45,96,23,51,11,16,14,30,34,8,3,11,23,124),
(396,22300365,1610612766,45,95,8,31,15,19,16,21,23,6,0,10,18,113),
(397,22300366,1610612748,40,83,15,29,20,24,10,29,25,6,2,11,17,115),
(398,22300367,1610612750,42,82,9,25,20,24,9,30,22,4,2,18,22,113),
(399,22300368,1610612751,37,101,15,47,13,17,17,32,25,6,9,11,20,102),
(400,22300369,1610612743,49,98,12,33,3,7,15,31,29,9,9,8,13,113),
(401,22300370,1610612741,48,88,18,34,10,11,7,41,25,7,6,15,15,124),
(402,22300371,1610612737,47,91,17,40,23,28,12,32,31,4,3,9,18,134),
(403,22300372,1610612742,39,91,14,43,19,27,13,23,23,8,3,6,19,111),
(404,22300373,1610612738,51,92,22,42,20,24,14,36,35,6,10,9,17,144),
(405,22300374,1610612765,43,86,9,31,16,19,12,29,24,6,9,20,19,111),
(406,22300375,1610612739,41,87,17,44,5,8,6,29,34,4,3,11,13,104),
(407,22300376,1610612741,49,90,7,28,9,11,5,31,24,11,5,11,18,114),
(408,22300377,1610612754,38,90,18,52,9,11,12,27,28,12,9,16,21,103),
(409,22300378,1610612749,38,90,11,37,31,35,10,41,26,3,6,13,22,118),
(410,22300379,1610612746,44,93,17,43,10,12,12,28,23,9,5,15,18,115),
(411,22300380,1610612747,41,83,10,24,19,24,7,31,21,6,6,17,18,111),
(412,22300381,1610612757,43,95,14,30,17,23,20,31,24,7,6,15,27,117),
(413,22300382,1610612755,44,83,14,31,19,21,3,35,34,6,6,13,21,121),
(414,22300383,1610612751,43,89,13,33,18,26,14,31,32,4,7,10,23,117),
(415,22300384,1610612737,42,96,19,54,10,14,12,31,29,9,2,13,23,113),
(416,22300385,1610612742,35,101,7,40,19,26,14,33,18,10,1,11,17,96),
(417,22300386,1610612744,47,97,18,45,17,20,14,43,33,5,2,12,17,129),
(418,22300387,1610612756,39,88,5,25,22,28,15,30,19,8,4,15,19,105),
(419,22300388,1610612749,48,91,16,32,18,23,12,41,25,4,2,14,22,130),
(420,22300389,1610612738,49,94,25,53,22,28,15,36,33,4,5,9,19,145),
(421,22300390,1610612766,34,88,8,28,19,23,13,34,23,8,11,17,15,95),
(422,22300391,1610612754,43,82,15,34,9,13,7,26,27,7,6,15,30,110),
(423,22300392,1610612745,35,82,9,29,27,35,13,31,21,9,2,11,20,106),
(424,22300393,1610612737,45,96,13,43,16,20,13,28,28,8,5,10,22,119),
(425,22300394,1610612751,45,86,10,24,26,32,7,31,32,10,3,10,22,126),
(426,22300395,1610612761,45,94,13,32,16,19,12,27,35,7,5,11,17,119),
(427,22300396,1610612741,35,80,8,35,17,19,5,32,23,6,5,12,22,95),
(428,22300397,1610612747,47,90,16,32,19,23,8,36,37,7,7,9,13,129),
(429,22300398,1610612742,52,100,23,45,17,21,11,41,26,7,6,12,18,144),
(430,22300399,1610612744,48,83,10,33,20,24,13,36,38,8,2,16,14,126),
(431,22300400,1610612750,44,87,10,33,12,14,7,36,31,9,5,12,18,110),
(432,22300401,1610612749,45,95,13,42,19,24,17,27,26,7,4,11,23,122),
(433,22300402,1610612743,40,82,14,34,26,32,10,33,25,6,4,14,17,120),
(434,22300403,1610612738,46,91,13,42,21,28,11,33,31,8,7,8,17,126),
(435,22300404,1610612748,40,84,12,32,27,35,13,43,27,5,7,14,17,119),
(436,22300405,1610612742,45,84,16,44,22,30,8,30,28,7,6,11,20,128),
(437,22300406,1610612751,41,82,9,22,27,43,7,35,22,6,7,9,22,118),
(438,22300407,1610612753,49,93,12,26,17,25,7,33,30,11,5,16,16,127),
(439,22300408,1610612737,41,89,13,45,18,21,12,28,24,6,3,15,21,113),
(440,22300409,1610612745,47,97,5,24,18,22,15,29,19,15,2,10,16,117),
(441,22300410,1610612763,39,90,11,46,27,32,8,42,24,10,17,17,24,116),
(442,22300411,1610612750,34,73,12,27,26,32,8,26,22,8,1,21,16,106),
(443,22300412,1610612759,44,98,16,35,14,21,13,30,36,8,8,9,18,118),
(444,22300413,1610612757,49,98,16,40,16,20,16,30,28,5,5,7,17,130),
(445,22300414,1610612766,43,93,6,29,12,16,8,34,31,8,6,11,23,104),
(446,22300415,1610612753,31,79,9,33,21,24,9,34,17,5,11,16,18,92),
(447,22300416,1610612761,52,91,15,38,13,19,14,39,43,12,5,17,18,132),
(448,22300417,1610612751,45,101,7,32,25,29,17,30,29,7,2,9,17,122),
(449,22300418,1610612745,40,96,17,41,16,22,9,24,20,11,3,9,21,113),
(450,22300419,1610612752,41,82,14,34,24,30,9,31,24,2,2,18,21,120),
(451,22300420,1610612739,40,92,17,43,16,23,18,39,33,7,4,16,21,113),
(452,22300421,1610612738,48,99,11,39,21,25,11,32,25,10,4,12,15,128),
(453,22300422,1610612741,40,97,7,27,17,22,13,34,19,7,4,7,20,104),
(454,22300423,1610612742,40,90,14,33,16,19,13,26,29,9,3,16,27,110),
(455,22300424,1610612740,45,82,10,27,12,15,6,29,27,10,7,14,19,112),
(456,22300425,1610612743,55,96,20,41,12,14,12,41,43,6,7,11,19,142),
(457,22300426,1610612744,37,88,8,33,20,25,12,31,27,4,7,13,19,102),
(458,22300427,1610612757,35,101,11,36,24,32,22,35,16,6,4,13,22,105),
(459,22300428,1610612766,40,85,15,33,17,28,8,35,29,5,5,19,14,112),
(460,22300429,1610612752,38,86,6,30,26,29,6,34,22,8,4,16,30,108),
(461,22300430,1610612751,39,91,9,28,17,27,18,36,24,5,4,10,13,104),
(462,22300431,1610612737,37,94,15,43,21,25,18,33,29,9,4,15,16,110),
(463,22300432,1610612738,43,88,17,39,17,20,13,39,29,3,6,16,17,120),
(464,22300433,1610612739,49,103,6,43,7,9,7,30,28,11,7,8,20,111),
(465,22300434,1610612745,49,91,14,30,15,21,14,28,30,8,6,16,24,127),
(466,22300435,1610612743,36,85,10,37,11,15,5,31,30,6,5,16,17,93),
(467,22300436,1610612766,44,92,23,46,8,8,8,18,32,5,3,6,17,119),
(468,22300437,1610612757,48,95,16,27,22,27,16,27,28,8,6,14,19,134),
(469,22300438,1610612746,43,87,11,39,20,25,11,43,28,3,6,17,19,117),
(470,22300439,1610612748,34,78,9,31,32,40,8,38,20,8,8,16,24,109),
(471,22300440,1610612765,41,82,12,28,35,40,6,35,29,4,4,11,22,129),
(472,22300441,1610612754,50,85,23,43,17,21,7,27,40,6,7,16,18,140),
(473,22300442,1610612741,40,79,7,25,18,30,12,41,21,5,5,16,15,105),
(474,22300443,1610612747,37,88,7,24,25,32,8,31,23,12,4,10,15,106),
(475,22300444,1610612742,49,88,16,40,18,22,6,37,25,5,2,9,14,132),
(476,22300445,1610612737,47,95,12,32,24,37,12,46,27,5,3,12,18,130),
(477,22300446,1610612747,39,82,10,32,21,25,4,31,26,8,10,13,15,109),
(478,22300447,1610612751,38,100,12,46,20,31,17,30,26,9,2,6,21,108),
(479,22300448,1610612738,51,95,15,42,17,22,13,44,29,6,7,10,12,134),
(480,22300449,1610612763,30,82,12,40,20,28,1,33,20,4,1,8,14,92),
(481,22300450,1610612753,42,90,12,37,11,12,8,37,22,2,4,15,18,107),
(482,22300451,1610612750,36,76,11,28,23,29,4,30,19,6,4,13,22,106),
(483,22300452,1610612739,43,89,12,36,23,26,6,37,25,9,2,9,29,121),
(484,22300453,1610612765,40,83,13,29,20,27,10,27,27,3,4,17,21,113),
(485,22300454,1610612754,43,97,5,35,31,38,14,38,23,7,5,7,24,122),
(486,22300455,1610612766,36,86,10,26,11,16,8,37,24,4,5,12,15,93),
(487,22300456,1610612756,38,80,11,29,22,33,9,38,24,10,5,16,20,109),
(488,22300457,1610612742,37,93,11,40,5,10,8,33,28,6,5,16,15,90),
(489,22300458,1610612746,47,80,14,29,13,14,6,31,25,10,3,15,20,121),
(490,22300459,1610612741,37,96,7,37,16,23,19,32,17,9,7,18,21,97),
(491,22300460,1610612763,37,80,12,38,20,25,8,38,24,5,8,15,23,106),
(492,22300461,1610612751,35,98,11,43,4,8,18,25,26,7,4,12,13,85),
(493,22300462,1610612738,42,92,15,40,24,29,17,30,33,7,10,14,15,123),
(494,22300463,1610612744,42,78,13,35,24,37,9,27,23,9,6,12,19,121),
(495,22300464,1610612766,42,82,12,34,15,19,4,31,23,8,10,14,15,111),
(496,22300465,1610612739,54,100,20,42,12,16,18,44,37,5,8,8,13,140),
(497,22300466,1610612754,50,90,14,35,28,34,7,37,34,7,5,10,27,142),
(498,22300467,1610612737,48,95,14,39,31,33,15,34,30,8,5,11,21,141),
(499,22300469,1610612751,36,93,13,44,16,26,15,35,25,11,6,8,19,101),
(500,22300470,1610612763,40,94,15,42,16,19,9,34,25,7,5,10,19,111),
(501,22300471,1610612750,37,82,10,31,22,27,8,20,26,7,6,11,13,106),
(502,22300468,1610612741,37,89,13,32,13,16,11,28,24,9,7,11,17,100),
(503,22300472,1610612742,42,84,13,30,29,41,7,36,25,12,7,11,18,126),
(504,22300473,1610612746,42,76,18,34,29,32,10,26,25,9,5,12,18,131),
(505,22300474,1610612765,56,105,19,41,17,22,16,32,33,5,3,17,27,148),
(506,22300475,1610612747,35,83,4,30,22,24,9,41,29,3,6,21,14,96),
(507,22300476,1610612753,44,90,25,44,22,27,7,32,33,10,7,20,30,135),
(508,22300477,1610612749,49,92,12,34,15,19,8,34,27,5,5,14,16,125),
(509,22300478,1610612743,48,85,9,26,25,29,11,25,28,7,4,7,15,130),
(510,22300479,1610612738,39,90,17,49,31,36,9,47,24,9,8,12,23,126),
(511,22300480,1610612737,40,93,10,42,26,30,14,25,21,6,3,14,11,116),
(512,22300481,1610612751,41,91,14,39,28,33,20,31,25,9,3,15,24,124),
(513,22300482,1610612739,41,77,16,33,16,23,12,40,31,9,1,23,19,114),
(514,22300483,1610612752,43,89,18,41,24,25,10,39,27,7,7,11,22,128),
(515,22300484,1610612766,36,89,10,34,9,12,12,30,20,7,1,11,20,91),
(516,22300485,1610612745,36,90,12,32,11,15,7,31,18,7,2,15,15,95),
(517,22300486,1610612746,40,82,15,36,16,20,10,40,28,6,7,14,18,111),
(518,22300487,1610612742,56,96,17,38,10,15,10,42,35,11,8,17,21,139),
(519,22300488,1610612743,48,95,9,33,15,19,9,29,28,8,1,13,23,120),
(520,22300489,1610612748,34,83,10,37,19,22,11,33,26,5,2,15,21,97),
(521,22300490,1610612765,44,98,13,44,8,10,10,30,25,8,9,11,23,109),
(522,22300491,1610612747,42,85,10,28,19,27,8,27,26,13,3,13,14,113),
(523,22300492,1610612758,52,100,21,38,10,15,11,31,35,4,1,14,23,135),
(524,22300493,1610612738,46,90,16,41,10,19,13,43,26,6,6,17,20,118),
(525,22300494,1610612752,43,87,14,36,21,24,11,34,27,9,2,14,16,121),
(526,22300495,1610612755,42,104,7,38,18,23,15,19,30,12,6,6,20,109),
(527,22300496,1610612745,36,83,13,34,27,32,7,39,22,7,2,10,24,112),
(528,22300497,1610612739,43,88,16,43,15,21,12,32,27,6,3,16,16,117),
(529,22300498,1610612751,46,91,14,37,21,25,9,35,29,7,7,15,25,127),
(530,22300499,1610612737,42,91,9,30,17,29,8,42,21,9,10,12,23,110),
(531,22300500,1610612740,50,82,19,35,14,16,9,42,35,2,9,16,14,133),
(532,22300501,1610612742,43,95,15,40,14,20,15,29,20,7,8,11,19,115),
(533,22300502,1610612743,47,80,10,27,27,31,6,32,35,6,10,12,23,131),
(534,22300503,1610612763,43,97,17,49,18,24,15,39,29,7,8,17,24,121),
(535,22300504,1610612744,45,100,14,46,14,15,15,28,30,5,4,10,11,118),
(536,22300505,1610612746,36,91,14,37,17,19,13,27,21,12,5,14,19,103),
(537,22300506,1610612766,40,94,17,42,15,17,14,30,26,3,7,12,22,112),
(538,22300507,1610612738,47,90,17,35,20,29,13,29,26,3,8,15,20,131),
(539,22300508,1610612760,52,88,14,28,18,24,10,30,37,11,7,14,21,136),
(540,22300509,1610612745,37,88,14,41,25,28,12,30,20,8,4,12,31,113),
(541,22300510,1610612749,42,94,17,36,15,19,11,27,31,6,6,9,20,116),
(542,22300511,1610612746,53,85,15,29,17,23,11,33,32,11,3,12,21,138),
(543,22300512,1610612765,40,85,14,37,16,21,13,27,27,12,2,21,19,110),
(544,22300513,1610612750,43,80,12,30,15,19,5,43,34,8,4,18,18,113),
(545,22300514,1610612752,37,89,18,48,20,23,15,40,26,11,4,14,16,112),
(546,22300515,1610612742,36,82,9,27,22,27,8,25,20,9,4,12,17,103),
(547,22300516,1610612747,44,81,16,36,28,36,5,34,34,6,4,15,16,132),
(548,22300517,1610612738,39,90,19,47,30,31,7,39,21,5,4,8,19,127),
(549,22300518,1610612766,35,87,16,38,12,16,8,28,17,2,3,8,16,98),
(550,22300519,1610612765,44,96,10,32,10,13,9,34,33,4,3,10,19,108),
(551,22300520,1610612754,41,92,8,25,22,24,14,40,31,7,6,13,22,112),
(552,22300521,1610612737,48,102,12,34,31,42,16,39,32,6,8,12,21,139),
(553,22300522,1610612748,41,89,15,36,23,28,8,30,25,8,3,10,13,120),
(554,22300523,1610612741,42,95,19,47,21,25,8,38,31,9,4,14,19,124),
(555,22300525,1610612744,39,89,12,39,15,18,14,29,24,4,4,17,19,105),
(556,22300524,1610612743,37,81,13,33,24,28,8,26,26,11,4,16,23,111),
(557,22300526,1610612746,49,93,15,34,13,13,11,25,34,6,5,7,17,126),
(558,22300527,1610612751,37,82,8,27,20,28,9,32,18,5,4,16,29,102),
(559,22300528,1610612738,34,91,9,35,25,30,6,25,22,5,5,6,13,102),
(560,22300529,1610612760,53,93,14,35,19,22,8,51,41,6,8,12,10,139),
(561,22300530,1610612742,44,88,17,41,23,30,11,27,27,6,2,10,19,128),
(562,22300531,1610612747,40,80,13,34,16,25,7,30,33,8,4,18,19,109),
(563,22300532,1610612755,40,93,15,35,17,18,14,32,23,11,9,13,19,112),
(564,22300533,1610612737,40,89,11,30,17,23,12,16,25,14,2,14,13,108),
(565,22300534,1610612765,44,88,12,35,10,16,11,35,32,6,9,14,21,110),
(566,22300535,1610612748,37,83,8,26,17,20,12,29,23,6,1,16,17,99),
(567,22300536,1610612741,50,86,18,40,13,16,6,30,31,1,3,12,21,131),
(568,22300537,1610612746,49,89,15,31,15,20,11,32,22,9,7,12,16,128),
(569,22300538,1610612750,44,80,11,31,17,24,8,37,35,14,5,15,23,116),
(570,22300541,1610612766,32,89,10,34,25,28,16,28,22,11,3,19,24,99),
(571,22300540,1610612761,35,81,17,34,26,37,8,23,25,5,8,13,21,113),
(572,22300539,1610612743,50,90,14,33,11,15,10,38,30,5,4,15,18,125),
(573,22300542,1610612738,51,95,24,47,19,25,10,40,26,7,8,11,21,145),
(574,22300543,1610612737,32,93,11,40,24,33,16,34,21,9,7,14,20,99),
(575,22300544,1610612763,36,87,9,38,13,15,9,26,27,14,6,12,16,94),
(576,22300545,1610612744,47,98,15,36,9,14,12,29,23,5,4,7,16,118),
(577,22300546,1610612760,43,94,8,36,18,21,12,34,23,9,4,8,19,112),
(578,22300547,1610612742,37,82,15,41,19,20,9,25,23,6,1,12,25,108),
(579,22300548,1610612741,46,90,15,34,15,20,7,40,31,5,8,9,18,122),
(580,22300549,1610612747,46,92,13,29,20,24,7,33,30,6,8,12,23,125),
(581,22300550,1610612743,46,71,10,20,15,23,4,36,31,8,3,21,18,117),
(582,22300551,1610612766,33,95,10,41,11,15,17,33,17,5,3,13,17,87),
(583,22300552,1610612749,48,92,20,43,27,32,4,36,31,5,3,13,22,143),
(584,22300553,1610612746,36,83,17,39,16,18,7,27,28,9,4,11,24,105),
(585,22300554,1610612756,46,76,13,28,22,27,7,34,27,7,5,12,20,127),
(586,22300555,1610612745,44,88,8,27,19,32,16,30,21,7,9,13,23,115),
(587,22300556,1610612742,39,85,18,43,29,35,13,29,24,4,6,11,29,125),
(588,22300557,1610612752,33,83,13,40,15,22,13,28,20,3,3,9,20,94),
(589,22300558,1610612765,50,90,12,31,17,23,12,40,30,4,10,15,13,129),
(590,22300559,1610612737,40,93,13,38,16,21,13,44,24,8,6,16,19,109),
(591,22300560,1610612744,44,90,10,31,9,10,7,38,28,4,6,19,25,107),
(592,22300561,1610612741,35,83,9,32,12,16,6,37,21,8,6,18,17,91),
(593,22300562,1610612751,34,99,12,55,15,16,9,41,26,9,9,8,17,95),
(594,22300563,1610612738,33,82,16,39,23,25,5,48,20,3,7,12,16,105),
(595,22300564,1610612754,38,95,9,31,20,25,18,25,27,9,4,13,31,105),
(596,22300565,1610612747,44,84,8,24,16,18,8,36,30,7,9,17,12,112),
(597,22300566,1610612743,45,89,12,29,19,25,16,30,23,4,3,10,19,121),
(598,22300567,1610612756,42,85,17,37,18,20,8,38,32,7,6,16,15,119),
(599,22300568,1610612746,47,87,20,43,14,23,12,27,30,5,10,9,18,128),
(600,22300569,1610612765,46,89,12,31,13,19,8,32,30,4,7,12,18,117),
(601,22300570,1610612737,39,76,8,25,20,22,10,31,21,8,2,23,17,106),
(602,22300571,1610612738,42,90,18,38,15,19,12,42,22,5,6,12,15,117),
(603,22300572,1610612739,55,93,12,28,13,19,11,44,36,5,3,10,9,135),
(604,22300573,1610612745,35,84,8,30,16,19,6,32,23,6,9,10,18,94),
(605,22300574,1610612748,41,90,6,28,9,12,12,25,24,4,5,14,13,97),
(606,22300575,1610612766,39,90,19,45,15,18,15,26,29,7,8,13,19,112),
(607,22300577,1610612742,42,91,11,40,15,18,11,32,26,4,5,15,19,110),
(608,22300578,1610612751,35,73,15,38,18,27,6,27,28,9,3,10,14,103),
(609,22300579,1610612752,39,86,13,38,22,26,7,40,22,6,5,17,18,113),
(610,22300580,1610612741,48,91,6,24,14,17,9,33,30,7,5,10,22,116),
(611,22300581,1610612760,48,86,14,32,24,28,7,31,36,8,10,15,29,134),
(612,22300582,1610612763,39,85,14,34,11,17,8,26,22,9,4,14,23,103),
(613,22300583,1610612754,49,89,13,33,15,19,4,30,33,5,6,11,20,126),
(614,22300584,1610612766,47,84,16,29,14,16,10,30,25,9,4,17,16,124),
(615,22300585,1610612753,37,78,10,23,25,27,11,25,24,3,5,16,23,109),
(616,22300586,1610612738,38,89,14,44,10,14,12,26,21,5,2,2,17,100),
(617,22300587,1610612737,40,87,15,35,14,17,9,29,23,6,2,13,20,109),
(618,22300588,1610612740,41,93,10,42,17,23,9,33,27,4,5,11,16,109),
(619,22300590,1610612754,39,91,20,47,17,25,6,31,34,3,6,13,26,115),
(620,22300591,1610612751,50,95,19,47,11,14,8,33,31,10,4,8,17,130),
(621,22300592,1610612765,44,94,21,37,26,32,9,31,30,6,2,8,30,135),
(622,22300593,1610612766,35,85,9,37,10,14,7,40,23,2,7,16,20,89),
(623,22300594,1610612759,51,96,12,31,17,23,14,35,38,6,10,17,19,131),
(624,22300595,1610612737,37,93,11,38,10,15,11,34,25,5,4,11,15,95),
(625,22300596,1610612752,48,88,14,39,16,20,15,46,27,4,7,21,20,126),
(626,22300597,1610612741,47,91,14,33,17,21,13,39,32,11,5,11,18,125),
(627,22300598,1610612745,50,117,13,39,14,22,23,33,27,11,10,7,22,127),
(628,22300599,1610612750,31,75,14,37,21,29,9,41,22,4,7,21,26,97),
(629,22300600,1610612751,44,90,14,39,12,16,6,30,29,6,5,12,21,114),
(630,22300601,1610612748,30,80,12,37,15,18,12,24,22,9,1,14,22,87),
(631,22300602,1610612743,43,88,8,22,19,28,13,37,29,9,11,13,16,113),
(632,22300603,1610612738,43,98,17,47,13,18,16,39,31,10,12,16,17,116),
(633,22300604,1610612754,41,94,14,31,14,23,14,26,28,9,4,11,20,110),
(634,22300605,1610612747,47,86,13,33,27,29,10,35,28,9,6,12,18,134),
(635,22300606,1610612765,40,89,10,30,23,29,6,36,25,4,9,10,25,113),
(636,22300607,1610612739,45,80,20,38,16,22,9,30,29,10,4,9,20,126),
(637,22300608,1610612755,48,97,5,20,32,40,19,29,28,5,3,4,20,133),
(638,22300609,1610612763,44,95,13,34,7,12,19,28,30,11,8,15,15,108),
(639,22300610,1610612766,50,88,14,37,14,18,7,28,30,8,4,10,20,128),
(640,22300611,1610612738,41,88,15,46,22,30,5,39,26,7,8,6,20,119),
(641,22300612,1610612741,45,93,14,37,9,14,14,33,25,6,4,10,18,113),
(642,22300613,1610612737,36,93,14,40,21,27,13,37,19,2,7,12,19,107),
(643,22300614,1610612743,44,88,11,33,15,17,11,31,22,5,9,10,17,114),
(644,22300615,1610612751,42,95,15,42,4,5,13,27,29,7,5,13,19,103),
(645,22300616,1610612740,60,104,23,46,10,15,12,45,41,5,4,9,24,153),
(646,22300617,1610612760,43,89,7,23,18,28,10,33,23,9,10,12,18,111),
(647,22300618,1610612746,52,88,14,27,9,12,6,30,33,8,5,14,17,127),
(648,22300619,1610612766,38,87,15,38,15,19,9,39,27,5,5,11,22,106),
(649,22300620,1610612750,42,100,9,32,25,29,15,33,26,8,7,7,22,118),
(650,22300621,1610612763,36,80,17,36,16,19,7,37,30,8,6,18,19,105),
(651,22300623,1610612745,50,94,12,36,19,22,8,29,29,8,6,8,19,131),
(652,22300624,1610612739,46,91,13,38,11,15,6,33,26,5,2,12,18,116),
(653,22300625,1610612742,41,89,17,43,10,18,10,23,25,4,3,14,16,109),
(654,22300622,1610612760,54,96,18,40,14,16,16,31,36,11,8,15,20,140),
(655,22300626,1610612737,39,94,14,43,20,26,13,32,30,7,2,10,16,112),
(656,22300627,1610612754,53,93,12,28,16,21,12,43,35,6,8,21,33,134),
(657,22300628,1610612762,50,97,13,31,10,12,13,39,34,6,2,15,19,123),
(658,22300629,1610612751,35,77,10,33,14,16,5,27,22,7,3,13,15,94),
(659,22300630,1610612738,51,80,22,40,19,20,6,41,36,4,5,11,10,143),
(660,22300631,1610612743,34,84,5,26,11,13,13,27,20,2,2,19,20,84),
(661,22300632,1610612744,48,86,19,37,18,23,6,27,30,7,3,13,19,133),
(662,22300633,1610612741,47,88,12,37,26,29,12,27,27,7,6,16,18,132),
(663,22300634,1610612737,51,97,15,34,26,30,12,24,32,7,2,7,24,143),
(664,22300635,1610612766,35,85,9,29,25,32,5,27,20,6,7,13,25,104),
(665,22300636,1610612754,58,109,8,26,9,15,21,27,34,8,3,12,17,133),
(666,22300637,1610612746,48,95,9,32,22,24,12,38,29,6,7,10,17,127),
(667,22300638,1610612763,42,90,15,41,8,13,9,34,30,9,7,13,21,107),
(668,22300639,1610612739,38,92,14,36,22,31,15,36,20,7,8,13,22,112),
(669,22300640,1610612740,32,82,9,36,10,14,8,33,24,9,5,20,16,83),
(670,22300641,1610612757,38,90,10,37,14,19,8,29,23,11,3,13,20,100),
(671,22300642,1610612765,37,85,9,32,21,27,11,34,22,2,8,17,20,104),
(672,22300643,1610612748,41,88,14,37,13,16,8,30,26,6,4,8,18,109),
(673,22300644,1610612743,37,82,13,37,24,38,13,31,25,5,3,7,15,111),
(674,22300645,1610612751,36,74,12,34,22,37,2,38,24,11,6,19,22,106),
(675,22300646,1610612738,36,100,10,40,14,16,18,34,21,2,9,11,13,96),
(676,22300647,1610612766,47,92,13,32,15,21,9,26,35,7,6,10,22,122),
(677,22300648,1610612749,51,91,20,45,19,25,6,39,30,12,0,9,25,141),
